keys,en,es,es_MX,ja,de,fr,it,pt
DRILL_PECK_DESC,A corkscrewing attack with a hard beak that drills the foe.,Un ataque de pico giratorio que perfora al rival como un taladro.,Un ataque de pico giratorio que perfora al rival como un taladro.,ドリルのように回転させたくちばしで攻撃する。,"Ein wirbelnder Schnabelangriff, der den Gegner wie ein Bohrer durchdringt.",Une attaque de bec tournoyant qui perce l'adversaire comme un foret.,Un attacco con becco rotante che perfora il nemico come un trapano.,Um ataque de bico giratório que perfura o adversário como uma broca.
SUBMISSION_DESC,A wrestling throw that also hurts the user.,Un ataque de lucha libre que también daña al usuario.,Un ataque de lucha libre que también daña al usuario.,相手を投げ飛ばして攻撃する。自分もダメージを受ける。,"Ein Ringangriff, der auch den Anwender trifft.",Une attaque de lutte qui blesse aussi l'utilisateur.,Un attacco di lotta che danneggia anche l'utente.,Um ataque de luta que também causa dano ao usuário.
LOW_KICK_DESC,A low kick that trips the foe. More powerful the heavier the foe.,Una patada en las piernas que puede hacer caer al rival. Más poderosa cuanto más pesa.,Una patada en las piernas que puede hacer caer al rival. Más poderosa cuanto más pesa.,足払いで相手を転倒させる。相手の体重が重いほど威力が上がる。,"Ein Tritt gegen die Beine, der den Gegner umwerfen kann. Stärker je schwerer der Gegner.",Un coup de pied bas qui peut faire tomber l'adversaire. Plus puissant selon son poids.,Un calcio alle gambe che può far cadere il nemico. Più potente quanto più pesa.,Um chute baixo que pode derrubar o adversário. Mais poderoso quanto mais pesado.
COUNTER_DESC,Counters a physical attack with twice the damage received.,Contraataca con el doble de fuerza el daño físico recibido.,Contraataca con el doble de fuerza el daño físico recibido.,相手から受けた物理ダメージを2倍にして跳ね返す。,Kontert erlittenen physischen Schaden mit doppelter Kraft.,Riposte en infligeant le double des dégâts physiques subis.,Contrattacca con il doppio della forza dei danni fisici subiti.,Contra-ataca com o dobro da força do dano físico recebido.
SEISMIC_TOSS_DESC,Flings the foe with seismic force. Damage equals the user's level.,Lanza al rival con una fuerza telúrica. El daño es igual al nivel del usuario.,Lanza al rival con una fuerza telúrica. El daño es igual al nivel del usuario.,大地のパワーで投げ飛ばす。ダメージは自分のレベルに等しい。,Schleudert den Gegner mit seismischer Kraft. Schaden entspricht dem Level des Anwenders.,Lance l'adversaire avec une force tellurique. Les dégâts égalent le niveau de l'utilisateur.,Lancia il nemico con forza sismica. Il danno è pari al livello dell'utente.,Lança o adversário com força telúrica. O dano equivale ao nível do usuário.
STRENGTH_DESC,A powerful tackle that can also move large boulders.,Una poderosa arremetida. También puede mover grandes rocas.,Una poderosa arremetida. También puede mover grandes rocas.,力いっぱいぶつかって攻撃する。岩などを動かすこともできる。,Ein mächtiger Angriff. Kann auch große Felsen bewegen.,Une puissante charge. Peut aussi déplacer de gros rochers.,Una potente carica. Può anche spostare grandi massi.,Uma investida poderosa. Também pode mover grandes pedras.
ABSORB_DESC,Drains the foe's HP to restore the user's own HP.,Absorbe los PS del rival para curar al usuario.,Absorbe los PS del rival para curar al usuario.,相手からHPを吸い取って自分を回復する。,"Saugt KP vom Gegner ab, um den Anwender zu heilen.",Absorbe les PV de l'adversaire pour soigner l'utilisateur.,Assorbe i PS del nemico per curare l'utente.,Absorve os PS do adversário para curar o usuário.
MEGA_DRAIN_DESC,Drains more of the foe's HP to restore the user's HP.,Absorbe los PS del rival para curar al usuario en mayor cantidad.,Absorbe los PS del rival para curar al usuario en mayor cantidad.,相手からより多くのHPを吸い取って自分を回復する。,"Saugt mehr KP vom Gegner ab, um den Anwender stärker zu heilen.",Absorbe davantage de PV de l'adversaire pour soigner l'utilisateur.,Assorbe più PS del nemico per curare maggiormente l'utente.,Absorve mais PS do adversário para curar mais o usuário.
LEECH_SEED_DESC,Plants a seed that drains the foe's HP every turn to heal the user.,Siembra una semilla que drena los PS del rival cada turno para curar al usuario.,Siembra una semilla que drena los PS del rival cada turno para curar al usuario.,宿り木の種を植え付け、毎ターン相手からHPを吸い取る。,"Pflanzt einen Saugersamen, der jeden Zug KP des Gegners absaugt.",Plante une graine qui draine les PV de l'adversaire à chaque tour.,Semina un seme che drena i PS del nemico ogni turno per curare l'utente.,Planta uma semente que drena os PS do adversário a cada turno.
GROWTH_DESC,"The user's body grows, raising Attack and Sp. Attack.","El cuerpo del usuario crece, subiendo el Ataque y el Ataque Especial.","El cuerpo del usuario crece, subiendo el Ataque y el Ataque Especial.",全身を大きく成長させて攻撃と特攻を上げる。,Der Körper des Anwenders wächst und erhöht Angriff und Sp. Angriff.,"Le corps de l'utilisateur grandit, augmentant l'Attaque et l'Att. Spé.","Il corpo dell'utente cresce, aumentando Attacco e Attacco Speciale.","O corpo do usuário cresce, aumentando o Ataque e o Ataque Especial."
RAZOR_LEAF_DESC,Slashes the foe with sharp leaves. High critical-hit ratio.,Lanza hojas afiladas que tienen alta probabilidad de golpe crítico.,Lanza hojas afiladas que tienen alta probabilidad de golpe crítico.,鋭い葉っぱを相手に向かって飛ばす。急所に当たりやすい。,Schleudert scharfe Blätter mit hoher kritischer Trefferrate.,Lance des feuilles tranchantes avec un fort taux de coup critique.,Lancia foglie affilate con alta probabilità di colpo critico.,Lança folhas afiadas com alta probabilidade de acerto crítico.
SOLAR_BEAM_DESC,"Absorbs sunlight on turn 1, then fires a beam on turn 2.",Absorbe luz solar en el turno 1 y lanza un rayo en el turno 2.,Absorbe luz solar en el turno 1 y lanza un rayo en el turno 2.,1ターン目に日光を吸収し、2ターン目に光線を放って攻撃する。,Absorbiert Sonnenlicht in Runde 1 und feuert einen Strahl in Runde 2.,Absorbe la lumière solaire au tour 1 et tire un rayon au tour 2.,Assorbe la luce solare al turno 1 e lancia un raggio al turno 2.,Absorve luz solar no turno 1 e lança um raio no turno 2.
POISON_POWDER_DESC,Scatters toxic powder that poisons the foe.,Rocía un polvo tóxico que envenena al rival.,Rocía un polvo tóxico que envenena al rival.,毒の粉を相手に振りかけてどく状態にする。,"Streut ein giftiges Pulver, das den Gegner vergiftet.",Projette une poudre toxique qui empoisonne l'adversaire.,Spruzza una polvere tossica che avvelena il nemico.,Espalha um pó tóxico que envenena o adversário.
STUN_SPORE_DESC,Scatters paralyzing powder that paralyzes the foe.,Rocía un polvo paralizante que paraliza al rival.,Rocía un polvo paralizante que paraliza al rival.,痺れる粉を相手に振りかけてまひ状態にする。,"Streut ein lähmendes Pulver, das den Gegner paralysiert.",Projette une poudre paralysante qui paralyse l'adversaire.,Spruzza una polvere paralizzante che paralizza il nemico.,Espalha um pó paralisante que paralisa o adversário.
SLEEP_POWDER_DESC,Scatters drowsy powder that puts the foe to sleep.,Rocía un polvo somnífero que duerme al rival.,Rocía un polvo somnífero que duerme al rival.,眠れる粉を相手に振りかけてねむり状態にする。,"Streut ein schlafförderndes Pulver, das den Gegner einschläfert.",Projette une poudre soporifique qui endort l'adversaire.,Spruzza una polvere sonnolenta che addormenta il nemico.,Espalha um pó sonífero que adormece o adversário.
PETAL_DANCE_DESC,"Attacks with flying petals for 2 to 3 turns, then leaves the user confused.",Ataca con pétalos voladores durante 2 o 3 turnos. Luego el usuario queda confundido.,Ataca con pétalos voladores durante 2 o 3 turnos. Luego el usuario queda confundido.,2〜3ターン花びらを舞い散らして攻撃し続ける。その後、混乱状態になる。,Greift 2 bis 3 Runden mit fliegenden Blütenblättern an. Danach wird der Anwender verwirrt.,Attaque avec des pétales volants pendant 2 à 3 tours. L'utilisateur est ensuite confus.,Attacca con petali volanti per 2-3 turni. L'utente rimane poi confuso.,Ataca com pétalas voadoras por 2 a 3 turnos. O usuário fica confuso depois.
STRING_SHOT_DESC,Binds the foe with sticky string to sharply lower its Speed.,Lanza hilo pegajoso que baja drásticamente la Velocidad del rival.,Lanza hilo pegajoso que baja drásticamente la Velocidad del rival.,糸を吐きつけて相手の素早さをぐーんと下げる。,Schießt klebrige Fäden und senkt die Geschwindigkeit des Gegners stark.,Lance du fil collant qui réduit fortement la Vitesse de l'adversaire.,Lancia filo appiccicoso che abbassa drasticamente la Velocità del nemico.,Lança fio pegajoso que reduz drasticamente a Velocidade do adversário.
DRAGON_RAGE_DESC,Channels dragon rage to always inflict 40 HP of damage.,Canaliza la ira del dragón para causar siempre 40 PS de daño.,Canaliza la ira del dragón para causar siempre 40 PS de daño.,ドラゴンの怒りを込めた波動で必ず40ダメージを与える。,Kanalisiert den Drachenzorn und verursacht immer 40 KP Schaden.,Canalise la rage du dragon pour toujours infliger 40 PV de dégâts.,Canalizza la furia del drago per causare sempre 40 PS di danno.,Canaliza a ira do dragão para causar sempre 40 PS de dano.
FIRE_SPIN_DESC,Traps the foe in a whirlwind of fire for 2 to 5 turns.,Atrapa al rival en un torbellino de fuego durante 2 a 5 turnos.,Atrapa al rival en un torbellino de fuego durante 2 a 5 turnos.,炎の渦で相手を捕らえて2〜5ターン攻撃し続ける。,Fängt den Gegner in einem Feuerwirbel und trifft ihn 2 bis 5 Runden.,Emprisonne l'adversaire dans un tourbillon de feu pendant 2 à 5 tours.,Intrappola il nemico in un vortice di fuoco per 2-5 turni.,Prende o adversário em um redemoinho de fogo por 2 a 5 turnos.
THUNDER_SHOCK_DESC,Fires an electric charge that may paralyze the foe.,Descarga una ráfaga eléctrica que puede paralizar al rival.,Descarga una ráfaga eléctrica que puede paralizar al rival.,電撃で相手を攻撃する。まひ状態にすることがある。,"Entlädt einen elektrischen Stoß, der den Gegner lähmen kann.",Envoie une décharge électrique qui peut paralyser l'adversaire.,Scarica una scossa elettrica che può paralizzare il nemico.,Descarrega uma rajada elétrica que pode paralisar o adversário.
THUNDERBOLT_DESC,Fires a strong thunderbolt that may paralyze the foe.,Lanza un potente rayo que puede paralizar al rival.,Lanza un potente rayo que puede paralizar al rival.,強力な電撃を相手に照射する。まひ状態にすることがある。,"Schießt einen mächtigen Blitz, der den Gegner lähmen kann.",Tire un puissant éclair qui peut paralyser l'adversaire.,Lancia un potente fulmine che può paralizzare il nemico.,Lança um poderoso raio que pode paralisar o adversário.
THUNDER_WAVE_DESC,Fires a weak electric charge that paralyzes the foe.,Lanza una débil descarga eléctrica que paraliza al rival.,Lanza una débil descarga eléctrica que paraliza al rival.,弱い電撃を相手に浴びせてまひ状態にする。,"Schießt eine schwache Elektrowelle, die den Gegner paralysiert.",Lance une faible décharge électrique qui paralyse l'adversaire.,Lancia una debole scarica elettrica che paralizza il nemico.,Lança uma fraca descarga elétrica que paralisa o adversário.
THUNDER_DESC,Calls down a lightning bolt that may paralyze the foe. Never misses in rain.,Invoca un trueno que puede paralizar al rival. Nunca falla bajo la lluvia.,Invoca un trueno que puede paralizar al rival. Nunca falla bajo la lluvia.,激しい雷を相手に落とす。まひ状態にすることがある。雨天時は必ず命中する。,"Ruft einen Donner, der den Gegner lähmen kann. Im Regen trifft er immer.",Invoque un coup de tonnerre qui peut paralyser. Ne rate jamais sous la pluie.,Evoca un tuono che può paralizzare il nemico. Non manca mai sotto la pioggia.,Invoca um trovão que pode paralisar o adversário. Nunca erra sob chuva.
ROCK_THROW_DESC,Throws a small rock at the foe.,Lanza una pequeña roca al rival para atacarle.,Lanza una pequeña roca al rival para atacarle.,小さな岩を相手に向かって投げつける。,Wirft einen kleinen Felsen auf den Gegner.,Lance un petit rocher sur l'adversaire.,Lancia un piccolo masso contro il nemico.,Lança uma pequena rocha no adversário.
EARTHQUAKE_DESC,A powerful quake that hits all Pokémon on the field.,Provoca un terremoto que sacude a todos los Pokémon en el campo.,Provoca un terremoto que sacude a todos los Pokémon en el campo.,大きな地震を起こして周りにいる全員を攻撃する。,"Löst ein Erdbeben aus, das alle Pokémon auf dem Feld erschüttert.",Déclenche un séisme qui secoue tous les Pokémon du terrain.,Provoca un terremoto che scuote tutti i Pokémon in campo.,Provoca um terremoto que sacode todos os Pokémon no campo.
FISSURE_DESC,Drops the foe into a fissure. One-hit KO if it hits.,Abre una brecha en el suelo bajo el rival. Lo noquea de un golpe.,Abre una brecha en el suelo bajo el rival. Lo noquea de un golpe.,地面に亀裂を作り相手を落として一撃で倒す。,Öffnet einen Spalt im Boden unter dem Gegner. Besiegt ihn mit einem Treffer.,Ouvre une fissure sous l'adversaire. Le met KO en un coup.,Apre una fessura nel suolo sotto il nemico. Lo mette KO in un colpo.,Abre uma fissura no chão sob o adversário. Derrota-o em um único golpe.
