keys,en,es,es_MX,ja,de,fr,it,pt
POLTERGEIST,Poltergeist,Poltergeist,Poltergeist,ポルターガイスト,Poltergeist,Poltergeist,Poltergeist,Poltergeist
CORROSIVE_GAS,Corrosive Gas,Gas Corrosivo,Gas Corrosivo,ようかいえき,Ätzgas,Gaz Corrosif,Gas Corrosivo,Gás Corrosivo
COACHING,Coaching,Entrenamiento,Entrenamiento,コーチング,Coaching,Coaching,Allenamento,Treinamento
FLIP_TURN,Flip Turn,Vuelta Rápida,Vuelta Rápida,おんがえし,Wendesprung,Virage Rapide,Inversione Rapida,Virada Rápida
TRIPLE_AXEL,Triple Axel,Triple Axel,Triple Axel,トリプルアクセル,Dreifachaxel,Triple Axel,Triplo Axel,Triplo Axel
DUAL_WINGBEAT,Dual Wingbeat,Doble Aletazo,Doble Aletazo,ダブルウイング,Doppelflügelschlag,Double Battement d'Aile,Doppio Battito d'Ala,Duplo Batimento de Asa
SCORCHING_SANDS,Scorching Sands,Arenas Ardientes,Arenas Ardientes,ねっさのだいち,Glühende Sande,Sables Brûlants,Sabbie Roventi,Areias Escaldantes
JUNGLE_HEALING,Jungle Healing,Curación Jungla,Curación Jungla,みどりのまきば,Dschungelheilung,Guérison Jungle,Cura della Giungla,Cura da Selva
WICKED_BLOW,Wicked Blow,Golpe Malévolo,Golpe Malévolo,あんこくきょうだ,Teuflischer Schlag,Coup Pernicieux,Colpo Malvagio,Golpe Malévolo
SURGING_STRIKES,Surging Strikes,Golpes Torrenciales,Golpes Torrenciales,みずしゅりけん3れんだ,Strudelnde Schläge,Frappes Déferlantes,Colpi Torrenziali,Golpes Torrenciais
THUNDER_CAGE,Thunder Cage,Jaula de Truenos,Jaula de Truenos,サンダーケージ,Donnerkäfig,Cage Tonnerre,Gabbia dei Tuoni,Gaiola do Trovão
DRAGON_ENERGY,Dragon Energy,Energía Dragón,Energía Dragón,ドラゴンエナジー,Drachenkraft,Énergie Dragon,Energia Drago,Energia do Dragão
FREEZING_GLARE,Freezing Glare,Mirada Gélida,Mirada Gélida,フリーズスターレット,Eisiger Blick,Regard Glacial,Sguardo Gelido,Olhar Gélido
FIERY_WRATH,Fiery Wrath,Ira Abrasadora,Ira Abrasadora,ファイアーラース,Feuriger Zorn,Colère Ardente,Ira Ardente,Ira Ardente
THUNDEROUS_KICK,Thunderous Kick,Patada Atronadora,Patada Atronadora,サンダーキック,Donnertritt,Coup de Tonnerre,Calcio Tonante,Chute Trovejante
GLACIAL_LANCE,Glacial Lance,Lanza Glacial,Lanza Glacial,グレイシアランス,Gletscherlanze,Lance Glaciale,Lancia Glaciale,Lança Glacial
ASTRAL_BARRAGE,Astral Barrage,Lluvia Astral,Lluvia Astral,アストラルバラージュ,Astralbarrage,Barrage Astral,Barrage Astrale,Barrage Astral
EERIE_SPELL,Eerie Spell,Conjuro Inquietante,Conjuro Inquietante,あやしいじゅもん,Unheimlicher Zauber,Sort Inquiétant,Incantesimo Inquietante,Feitiço Inquietante
DIRE_CLAW,Dire Claw,Garra Siniestra,Garra Siniestra,ダークネスクロー,Düstere Klaue,Griffe Sinistre,Artiglio Sinistro,Garra Sinistra
PSYSHIELD_BASH,Psyshield Bash,Escudo Psíquico,Escudo Psíquico,サイコシールドバッシュ,Psyschild-Bash,Bouclier Psy,Scudo Psichico,Escudo Psíquico
POWER_SHIFT,Power Shift,Cambio de Poder,Cambio de Poder,パワーシフト,Kraftwechsel,Changement de Puissance,Cambio di Potere,Troca de Poder
STONE_AXE,Stone Axe,Hacha de Piedra,Hacha de Piedra,ストーンアックス,Steinaxt,Hache de Pierre,Ascia di Pietra,Machado de Pedra
SPRINGTIDE_STORM,Springtide Storm,Tormenta Primaveral,Tormenta Primaveral,スプリングタイドストーム,Frühlingssturm,Tempête Printanière,Tempesta Primaverile,Tempestade Primaveril
MYSTICAL_POWER,Mystical Power,Poder Místico,Poder Místico,ミスティカルパワー,Mystische Kraft,Puissance Mystique,Potere Mistico,Poder Místico
RAGING_FURY,Raging Fury,Rabia Furiosa,Rabia Furiosa,おいかぜ,Rasende Wut,Fureur Déchaînée,Furia Scatenata,Fúria Enraivecida
WAVE_CRASH,Wave Crash,Impacto de Ola,Impacto de Ola,ウェーブクラッシュ,Wellencrash,Vague Déferlante,Impatto d'Onda,Impacto de Onda
CHLOROBLAST,Chloroblast,Cloroblast,Cloroblast,クロロブラスト,Chloroblast,Chloroblast,Cloroblast,Cloroblast
MOUNTAIN_GALE,Mountain Gale,Vendaval de Montaña,Vendaval de Montaña,マウンテンゲイル,Bergsturm,Vent de Montagne,Bufera di Montagna,Vendaval da Montanha
VICTORY_DANCE,Victory Dance,Danza Victoria,Danza Victoria,ビクトリーダンス,Siegestanz,Danse de la Victoire,Danza della Vittoria,Dança da Vitória
HEADLONG_RUSH,Headlong Rush,Embestida Precipitada,Embestida Precipitada,ヘッドロングラッシュ,Kopfüber-Rush,Ruée Tête Baissée,Corsa Precipitosa,Investida Precipitada
BARB_BARRAGE,Barb Barrage,Lluvia de Espinas,Lluvia de Espinas,バーブバラージュ,Stachelbarrage,Barrage d'Épines,Barrage di Spine,Barrage de Espinhos
ESPER_WING,Esper Wing,Ala Esper,Ala Esper,エスパーウィング,Esperflügel,Aile Esper,Ala Esper,Asa Esper
BITTER_MALICE,Bitter Malice,Malicia Amarga,Malicia Amarga,ビターマリス,Bittere Bosheit,Malice Amère,Malizia Amara,Malícia Amarga
SHELTER,Shelter,Refugio,Refugio,シェルター,Schutzraum,Abri,Rifugio,Abrigo
TRIPLE_ARROWS,Triple Arrows,Triple Flecha,Triple Flecha,トリプルアロー,Dreifachpfeil,Triple Flèche,Tripla Freccia,Tripla Flecha
INFERNAL_PARADE,Infernal Parade,Desfile Infernal,Desfile Infernal,インフェルノパレード,Höllischer Umzug,Défilé Infernal,Parata Infernale,Desfile Infernal
CEASELESS_EDGE,Ceaseless Edge,Filo Incesante,Filo Incesante,セレブレイティングエッジ,Rastlose Klinge,Tranchant Perpétuel,Filo Incessante,Fio Incessante
BLEAKWIND_STORM,Bleakwind Storm,Tormenta Glacial,Tormenta Glacial,さむいへや,Ödsturm,Tempête Désolée,Tempesta Desolata,Tempestade Desolada
WILDBOLT_STORM,Wildbolt Storm,Tormenta Eléctrica,Tormenta Eléctrica,らいめいのあらし,Wildblitzsturm,Orage Sauvage,Tempesta Fulminea,Tempestade Elétrica
SANDSEAR_STORM,Sandsear Storm,Tormenta Ardiente,Tormenta Ardiente,ねっさのあらし,Sandsengsturm,Tempête Brûlante,Tempesta di Sabbia Ardente,Tempestade Ardente
LUNAR_BLESSING,Lunar Blessing,Bendición Lunar,Bendición Lunar,みかづきのいのり,Mondsegen,Bénédiction Lunaire,Benedizione Lunare,Bênção Lunar
TAKE_HEART,Take Heart,Cobrar Ánimo,Cobrar Ánimo,こころのめ,Mut fassen,Prendre Courage,Prendere Coraggio,Ganhar Coragem
TERA_BLAST,Tera Blast,Tera Explosión,Tera Explosión,テラバースト,Terasprung,Téra-Explosion,Tera Esplosione,Tera Explosão
SILK_TRAP,Silk Trap,Trampa de Seda,Trampa de Seda,シルクトラップ,Seidenfalle,Piège de Soie,Trappola di Seta,Armadilha de Seda
AXE_KICK,Axe Kick,Patada Hacha,Patada Hacha,アックスキック,Axttritt,Coup de Hache,Calcio Ascia,Chute Machado
LAST_RESPECTS,Last Respects,Últimos Respetos,Últimos Respetos,はかいのはどう,Letzte Achtung,Derniers Hommages,Ultimi Rispetti,Últimas Homenagens
LUMINA_CRASH,Lumina Crash,Lumina Crash,Lumina Crash,ルミナクラッシュ,Luminacrash,Lumina Crash,Lumina Crash,Lumina Crash
ORDER_UP,Order Up,¡Al Ataque!,¡Al Ataque!,オーダーアップ,Angriff vor,À l'Attaque,All'Attacco,Ao Ataque
JET_PUNCH,Jet Punch,Puño Jet,Puño Jet,ジェットパンチ,Jetschlag,Poing Jet,Pugno Jet,Soco Jato
SPICY_EXTRACT,Spicy Extract,Extracto Picante,Extracto Picante,スパイシーエキス,Scharfer Extrakt,Extrait Piquant,Estratto Piccante,Extrato Picante
SPIN_OUT,Spin Out,Giro Extremo,Giro Extremo,スピンアウト,Überschlag,Toupie Extrême,Giro Estremo,Giro Extremo
POPULATION_BOMB,Population Bomb,Bomba de Población,Bomba de Población,ねずみざん,Populationsbombe,Bombe de Population,Bomba di Popolazione,Bomba de População
ICE_SPINNER,Ice Spinner,Trompo de Hielo,Trompo de Hielo,アイススピナー,Eiskreisel,Toupie de Glace,Trottola di Ghiaccio,Pião de Gelo
GLAIVE_RUSH,Glaive Rush,Embestida con Guadaña,Embestida con Guadaña,グレイブラッシュ,Gleve-Angriff,Ruée de Cimeterre,Assalto con Falcione,Investida com Glaive
REVIVAL_BLESSING,Revival Blessing,Bendición Revivir,Bendición Revivir,いのちのしずく,Wiederbelebungssegen,Bénédiction de Résurrection,Benedizione della Resurrezione,Bênção da Revitalização
SALT_CURE,Salt Cure,Cura con Sal,Cura con Sal,しおせき,Salzkur,Soin au Sel,Cura con Sale,Cura com Sal
TRIPLE_DIVE,Triple Dive,Triple Buceo,Triple Buceo,トリプルダイブ,Dreifachtauchen,Triple Plongeon,Triplo Tuffo,Triplo Mergulho
MORTAL_SPIN,Mortal Spin,Giro Mortal,Giro Mortal,モータルスピン,Todesspin,Spin Mortel,Giro Mortale,Giro Mortal
DOODLE,Doodle,Garabato,Garabato,スケッチ,Kritzeln,Gribouillage,Scarabocchio,Rabisco
FILLET_AWAY,Fillet Away,Sacrificar,Sacrificar,フィレットアウェイ,Opfern,Sacrifier,Sacrificare,Sacrificar
KOWTOW_CLEAVE,Kowtow Cleave,Corte Reverencial,Corte Reverencial,こうべをたれる,Ehrfurchtsschnitt,Coupe Révérencielle,Taglio Reverenziale,Corte Reverencial
FLOWER_TRICK,Flower Trick,Truco Floral,Truco Floral,フラワートリック,Blumentrick,Tour Floral,Trucco Floreale,Truque Floral
TORCH_SONG,Torch Song,Canción de Antorcha,Canción de Antorcha,かえんのうた,Fackellied,Chanson de Torche,Canzone della Torcia,Canção da Tocha
AQUA_STEP,Aqua Step,Paso Aqua,Paso Aqua,アクアステップ,Aquaschritt,Pas Aqua,Passo Acqua,Passo Aqua
RAGING_BULL,Raging Bull,Toro Furioso,Toro Furioso,レイジングブル,Rasender Bulle,Taureau Rageur,Toro Furioso,Touro Furioso
MAKE_IT_RAIN,Make It Rain,Lluvia de Monedas,Lluvia de Monedas,コインシャワー,Geldregen,Pluie de Monnaie,Pioggia di Monete,Chuva de Moedas
PSYBLADE,Psyblade,Psicoespada,Psicoespada,サイコブレード,Psyklinge,Psycho-Lame,Psicospada,Psicoespada
HYDRO_STEAM,Hydro Steam,Vapor de Agua,Vapor de Agua,ハイドロスチーム,Wasserdampf,Vapeur d'Eau,Vapore Idrico,Vapor d'Água
RUINATION,Ruination,Ruina,Ruina,わざわいのかけら,Vernichtung,Ruination,Rovina,Ruinação
COLLISION_COURSE,Collision Course,Ruta de Colisión,Ruta de Colisión,コリジョンコース,Kollisionskurs,Cap de Collision,Rotta di Collisione,Rota de Colisão
ELECTRO_DRIFT,Electro Drift,Derrape Eléctrico,Derrape Eléctrico,エレクトロドリフト,Elektrodrift,Dérapage Électrique,Deriva Elettrica,Derrapagem Elétrica
SHED_TAIL,Shed Tail,Mudar Cola,Mudar Cola,しっぽきり,Schweifhäutung,Mue de Queue,Muta della Coda,Trocar de Cauda
CHILLY_RECEPTION,Chilly Reception,Frío Recibimiento,Frío Recibimiento,さむいダジャレ,Kühler Empfang,Accueil Glacial,Accoglienza Fredda,Recepção Fria
TIDY_UP,Tidy Up,Ordenar,Ordenar,かたづける,Aufräumen,Ranger,Riordinare,Organizar
SNOWSCAPE,Snowscape,Paisaje Nevado,Paisaje Nevado,ゆきげしき,Schneelandschaft,Paysage Enneigé,Paesaggio Innevato,Paisagem Nevada
POUNCE,Pounce,Abalanzarse,Abalanzarse,とびかかる,Niedersprung,Bondir,Balzare,Saltar
TRAILBLAZE,Trailblaze,Abrir Camino,Abrir Camino,さきがけ,Wegbereiten,Ouvrir la Voie,Aprire la Strada,Abrir Caminho
CHILLING_WATER,Chilling Water,Agua Fría,Agua Fría,しみずのみず,Eiswasser,Eau Glacée,Acqua Fredda,Água Gelada
HYPER_DRILL,Hyper Drill,Hiper Taladro,Hiper Taladro,ハイパードリル,Hyperbohrer,Hyper-Foret,Iper Trapano,Hiper Broca
TWIN_BEAM,Twin Beam,Doble Rayo,Doble Rayo,ツインビーム,Zwillingsstrahl,Double Rayon,Doppio Raggio,Raio Duplo
RAGE_FIST,Rage Fist,Puño Rabia,Puño Rabia,ふんどのこぶし,Zornfaust,Poing de Rage,Pugno della Rabbia,Soco da Raiva
ARMOR_CANNON,Armor Cannon,Cañón de Armadura,Cañón de Armadura,アーマーキャノン,Rüstungskanone,Canon de l'Armure,Cannone dell'Armatura,Canhão da Armadura
BITTER_BLADE,Bitter Blade,Espada Amarga,Espada Amarga,にがやいば,Bittere Klinge,Lame Amère,Lama Amara,Espada Amarga
DOUBLE_SHOCK,Double Shock,Doble Descarga,Doble Descarga,ダブルショック,Doppelschock,Double Choc,Doppia Scossa,Dupla Descarga
GIGATON_HAMMER,Gigaton Hammer,Martillo Gigatón,Martillo Gigatón,ギガトンハンマー,Gigatonhammer,Marteau Gigaton,Martello Gigaton,Martelo Gigaton
COMEUPPANCE,Comeuppance,Merecido Castigo,Merecido Castigo,むくいのしっぺがえし,Gerechte Strafe,Châtiment Mérité,Punizione Meritata,Castigo Merecido
AQUA_CUTTER,Aqua Cutter,Cortador Aqua,Cortador Aqua,アクアカッター,Aquaschnitt,Trancheur Aqua,Tagliacqua,Cortador Aqua
BLAZING_TORQUE,Blazing Torque,Torsión Ardiente,Torsión Ardiente,ファイアートルク,Feuertorque,Couple Ardent,Coppia Ardente,Torque Ardente
WICKED_TORQUE,Wicked Torque,Torsión Malvada,Torsión Malvada,ダークトルク,Böses Torque,Couple Sinistre,Coppia Malvagia,Torque Malvado
NOXIOUS_TORQUE,Noxious Torque,Torsión Venenosa,Torsión Venenosa,ポイズントルク,Gifttorque,Couple Venimeux,Coppia Tossica,Torque Venenoso
COMBAT_TORQUE,Combat Torque,Torsión de Combate,Torsión de Combate,ファイティングトルク,Kampftorque,Couple de Combat,Coppia da Combattimento,Torque de Combate
MAGICAL_TORQUE,Magical Torque,Torsión Mágica,Torsión Mágica,フェアリートルク,Magisches Torque,Couple Magique,Coppia Magica,Torque Mágico
BLOOD_MOON,Blood Moon,Luna de Sangre,Luna de Sangre,ブラッドムーン,Blutmond,Lune de Sang,Luna di Sangue,Lua de Sangue
MATCHA_GOTCHA,Matcha Gotcha,¡Matcha al Poder!,¡Matcha al Poder!,まっちゃごっちゃ,Matcha-Treffer,Matcha Attrape,Matcha Preso,Matcha Pego
SYRUP_BOMB,Syrup Bomb,Bomba de Sirope,Bomba de Sirope,シロップばくだん,Sirupbombe,Bombe de Sirop,Bomba di Sciroppo,Bomba de Xarope
IVY_CUDGEL,Ivy Cudgel,Garrote de Hiedra,Garrote de Hiedra,アイビーこんぼう,Efeukeule,Gourdin de Lierre,Bastone d'Edera,Cacete de Hera
ELECTRO_SHOT,Electro Shot,Disparo Eléctrico,Disparo Eléctrico,エレクトロショット,Elektroschuss,Tir Électrique,Tiro Elettrico,Tiro Elétrico
TERA_STARSTORM,Tera Starstorm,Lluvia Estelar Tera,Lluvia Estelar Tera,テラスタースター,Tera-Sternsturm,Tempête Tera,Tempesta Stellare Tera,Chuva Estelar Tera
FICKLE_BEAM,Fickle Beam,Rayo Caprichoso,Rayo Caprichoso,きまぐれビーム,Launischer Strahl,Rayon Capricieux,Raggio Capriccioso,Raio Caprichoso
BURNING_BULWARK,Burning Bulwark,Bastión Ardiente,Bastión Ardiente,バーニングバルワーク,Feuerbollwerk,Rempart Ardent,Baluardo Ardente,Baluarte Ardente
THUNDERCLAP,Thunderclap,Chasquido de Trueno,Chasquido de Trueno,さきがけ,Donnerschlag,Claquement de Tonnerre,Schiocco del Tuono,Estalo do Trovão
MIGHTY_CLEAVE,Mighty Cleave,Gran Tajo,Gran Tajo,マイティストライク,Mächtiger Spalt,Grand Tranchant,Grande Taglio,Grande Fenda
TACHYON_CUTTER,Tachyon Cutter,Cortador de Taquiones,Cortador de Taquiones,タキオンカッター,Tachyonenschnitt,Trancheur de Tachyons,Tagliatachioni,Cortador de Táquions
HARD_PRESS,Hard Press,Presión Extrema,Presión Extrema,ハードプレス,Hartpresse,Pression Extrême,Pressione Estrema,Pressão Extrema
DRAGON_CHEER,Dragon Cheer,Apoyo Dragón,Apoyo Dragón,ドラゴンおうえん,Drachenanfeuerung,Encouragement Dragon,Tifo del Drago,Apoio do Dragão
ALLURING_VOICE,Alluring Voice,Voz Seductora,Voz Seductora,みわくのこえ,Verführerische Stimme,Voix Séduisante,Voce Seducente,Voz Sedutora
TEMPER_FLARE,Temper Flare,Llama del Temperamento,Llama del Temperamento,テンパーフレア,Wutflamme,Flamme de Colère,Fiamma del Temperamento,Chama do Temperamento
SUPERCELL_SLAM,Supercell Slam,Súper Golpe Eléctrico,Súper Golpe Eléctrico,スーパーセルスラム,Superzellencrash,Coup Supercellulaire,Schianto Supercellulare,Super Golpe Elétrico
PSYCHIC_NOISE,Psychic Noise,Ruido Psíquico,Ruido Psíquico,サイコノイズ,Psycholärm,Bruit Psychique,Rumore Psichico,Ruído Psíquico
UPPER_HAND,Upper Hand,Ventaja,Ventaja,せんせい,Oberhand,Avantage,Vantaggio,Vantagem
MALIGNANT_CHAIN,Malignant Chain,Cadena Maligna,Cadena Maligna,どくのくさり,Bösartige Kette,Chaîne Maligne,Catena Maligna,Corrente Maligna
NIHIL_LIGHT,Nihil Light,Luz de la Nada,Luz de la Nada,ニヒルライト,Nihillicht,Lumière du Néant,Luce del Nulla,Luz do Nada
